#,Column1,Electors,Margin,Margin %,No,Party,Party Category,PC Name,State,Turnout,Type,Votes,Winning Candidate
400,399,1576667,170596,18.3,18,Bharatiya Janta Party,BJP,Panchmahal,Gujarat,59.2,GEN,933461,Chauhan Prabhatsinh Pratapsinh
401,400,1803792,127155,10.9,17,Shiv Sena,Other,Parbhani,Maharashtra,64.4,GEN,1162233,Jadhav Sanjay (BANDU) HARIBHAU
402,401,1413073,110254,12.9,2,Bharatiya Janta Party,BJP,Paschim Champaran,Bihar,60.5,GEN,854800,Dr. Sanjay Jaiswal
403,402,1736074,40322,4.1,31,Bharatiya Janta Party,BJP,Pataliputra,Bihar,56.4,GEN,978649,Ram Kripal Yadav
404,403,1628641,138719,14.5,3,Bharatiya Janta Party,BJP,Patan,Gujarat,58.7,GEN,955799,Liladharbhai Khodaji Vaghela
405,404,1323906,56191,6.5,17,Indian National Congress,INC,Pathanamthitta,Kerala,65.7,GEN,869452,Anto Antony
406,405,1580273,20942,1.9,13,Aam Aadmi Party,Other,Patiala,Punjab,70.9,GEN,1120933,Dr. Dharam Vira Gandhi
407,406,1946249,265805,30.1,30,Bharatiya Janta Party,BJP,Patna Sahib,Bihar,45.3,GEN,882262,Shatrughana Sinha
408,407,1425361,291158,28.5,2,Telangana Rashtra Samithi,Other,Peddapalli,Telangana,71.7,SC,1022184,Balka Suman
409,408,1285434,213048,20.7,25,All India Anna Dravida Munnetra Kazhagam,Other,Perambalur,Tamil Nadu,80.2,GEN,1030826,"Marutharajaa, R.P."
410,409,1913274,308308,32.1,51,Bharatiya Janta Party,BJP,Phulpur,Uttar Pradesh,50.2,GEN,960341,Keshav Prasad Maurya
411,410,1671151,307052,29.2,26,Bharatiya Janta Party,BJP,Pilibhit,Uttar Pradesh,62.9,GEN,1050547,Maneka Sanjay Gandhi
412,411,1381505,140974,13.9,21,All India Anna Dravida Munnetra Kazhagam,Other,Pollachi,Tamil Nadu,73.3,GEN,1012667,Mahendran.C
413,412,901357,60854,8.2,1,All India N.R. Congress,Other,Pondicherry,Puducherry,82.1,GEN,740017,R. Radhakrishnan
414,413,1180789,25410,2.9,7,Indian Union Muslim League,Other,Ponnani,Kerala,73.8,GEN,871592,E. T. Mohammed Basheer
415,414,1539223,267971,33.1,11,Bharatiya Janta Party,BJP,Porbandar,Gujarat,52.6,GEN,809433,Radadiya Vithalbhai Hansrajbhai
416,415,1716625,168222,18.8,39,Apna Dal,Other,Pratapgarh,Uttar Pradesh,52.1,GEN,894456,Kuwar Harivansh Singh
417,416,1835836,315769,31.8,34,Bharatiya Janta Party,BJP,Pune,Maharashtra,54.1,GEN,993274,Anil Shirole
418,417,1404581,263361,25.3,17,Biju Janata Dal,Other,Puri,Orissa,74,GEN,1039389,Pinaki Misra
419,418,1582967,116669,11.5,12,Janata Dal (United),Other,Purnia,Bihar,64.3,GEN,1017732,Santosh Kumar
420,419,1471933,153877,12.8,35,All India Trinamool Congress,Other,Purulia,West Bengal,81.8,GEN,1204675,Dr. Mriganka Mahato
421,420,1452963,192163,23.4,3,Bharatiya Janta Party,BJP,Purvi Champaran,Bihar,56.6,GEN,822671,Radha Mohan Singh
422,421,1594954,352713,42.7,36,Indian National Congress,INC,Rae Bareli,Uttar Pradesh,51.7,GEN,825136,Sonia Gandhi
423,422,1661606,1499,0.2,6,Indian National Congress,INC,Raichur,Karnataka,58.3,ST,968889,B.V.Nayak
424,423,1532781,2110,0.2,32,Shiv Sena,Other,Raigad,Maharashtra,64.4,GEN,987766,Anant Geete
425,424,1387526,1634,0.1,5,Communist Party Of India (Marxist),Other,Raiganj,West Bengal,79.9,GEN,1108193,Md. Salim
426,425,1605824,216750,17.4,2,Bharatiya Janta Party,BJP,Raigarh,Chhattisgarh,77.6,ST,1246186,Vishnu Deo Sai
427,426,1904230,171646,13.7,8,Bharatiya Janta Party,BJP,Raipur,Chhattisgarh,65.7,GEN,1250845,Ramesh Bais
428,427,1421288,167434,14.5,19,Telugu Desam,Other,Rajahmundry,Andhra Pradesh,81.2,GEN,1154381,Murali Mohan Maganti
429,428,1487498,174762,15.1,20,Yuvajana Sramika Rythu Congress Party,Other,Rajampet,Andhra Pradesh,77.9,GEN,1158317,P.V.Midhun Reddy
430,429,1578748,228737,22.6,20,Bharatiya Janta Party,BJP,Rajgarh,Madhya Pradesh,64,GEN,1010724,Rodmal Nagar
431,430,1655717,246428,23.3,10,Bharatiya Janta Party,BJP,Rajkot,Gujarat,63.8,GEN,1057069,Kundariya Mohanbhai Kalyanjibhai
432,431,1353172,41337,4.3,1,Jharkhand Mukti Morcha,Other,Rajmahal,Jharkhand,70.3,ST,951563,Vijay Kumar Hansdak
433,432,1588095,235911,20,6,Bharatiya Janta Party,BJP,Rajnandgaon,Chhattisgarh,74.2,GEN,1178296,Abhishek Singh
434,433,1699401,395705,40.3,22,Bharatiya Janta Party,BJP,Rajsamand,Rajasthan,57.8,GEN,982119,Hariom Singh Rathore
435,434,1455891,119324,11.9,35,All India Anna Dravida Munnetra Kazhagam,Other,Ramanathapuram,Tamil Nadu,68.8,GEN,1001048,Anwhar Raajhaa.A
436,435,1616984,23435,2.5,7,Bharatiya Janta Party,BJP,Rampur,Uttar Pradesh,59.2,GEN,956389,Dr. Nepal Singh
437,436,1677245,175791,16.7,9,Shiv Sena,Other,Ramtek,Maharashtra,62.6,SC,1050316,Krupal Balaji Tumane
438,437,1602849,201767,14.9,13,All India Trinamool Congress,Other,Ranaghat,West Bengal,84.4,SC,1353196,Tapas Mandal
439,438,1648464,199303,19,8,Bharatiya Janta Party,BJP,Ranchi,Jharkhand,63.7,GEN,1049783,Ram Tahal Choudhary
440,439,1702648,108447,10,24,Bharatiya Janta Party,BJP,Ratlam,Madhya Pradesh,63.6,ST,1082681,Dileepsingh Bhuria
441,440,1367361,150051,16.7,46,Shiv Sena,Other,Ratnagiri - Sindhudurg,Maharashtra,65.6,GEN,896256,Vinayak Bhaurao Raut
442,441,1593370,318068,31.5,4,Bharatiya Janta Party,BJP,Raver,Maharashtra,63.3,GEN,1009213,Khadase Raksha Nikhil
443,442,1544719,168726,20.3,10,Bharatiya Janta Party,BJP,Rewa,Madhya Pradesh,53.7,GEN,830002,Janardan Mishra
444,443,1639561,190486,21.5,80,Bharatiya Janta Party,BJP,Robertsganj,Uttar Pradesh,54,SC,885873,Chhotelal
445,444,1567504,170627,16.3,7,Indian National Congress,INC,Rohtak,Haryana,66.6,GEN,1044331,Deepender Singh Hooda
446,445,1615840,84455,7.7,5,Bharatiya Janta Party,BJP,Sabarkantha,Gujarat,67.7,GEN,1094002,Rathod Dipsinh Shankarsinh
447,446,1520184,120737,13.5,5,Bharatiya Janta Party,BJP,Sagar,Madhya Pradesh,58.7,GEN,891929,Laxmi Narayan Yadav
448,447,1608833,65090,5.5,1,Bharatiya Janta Party,BJP,Saharanpur,Uttar Pradesh,74.2,GEN,1194308,Raghav Lakhanpal
449,448,1498350,267610,23.3,15,All India Anna Dravida Munnetra Kazhagam,Other,Salem,Tamil Nadu,76.8,GEN,1150296,Pannerselvam.V
450,449,1661737,232342,27.2,71,Bharatiya Janta Party,BJP,Salempur,Uttar Pradesh,51.4,GEN,854749,Ravindra Kushawaha
451,450,1503005,6872,0.8,23,Lok Jan Shakti Party,Other,Samastipur,Bihar,57.4,SC,863199,Ram Chandra Paswan
452,451,1297098,30576,3.1,3,Biju Janata Dal,Other,Sambalpur,Orissa,75.9,GEN,984309,Nagendra Kumar Pradhan
453,452,1693245,5174,0.5,8,Bharatiya Janta Party,BJP,Sambhal,Uttar Pradesh,62.4,GEN,1057002,Satyapal Singh
454,453,1649107,239292,22.9,44,Bharatiya Janta Party,BJP,Sangli,Maharashtra,63.5,GEN,1046659,Sanjaykaka Patil
455,454,1424743,211721,19.3,12,Aam Aadmi Party,Other,Sangrur,Punjab,77.2,GEN,1099467,Bhagwant Mann
456,455,1904327,97978,9.7,62,Bharatiya Janta Party,BJP,Sant Kabir Nagar,Uttar Pradesh,53.1,GEN,1011649,Sharad Tripathi
457,456,1538744,40948,4.7,20,Bharatiya Janta Party,BJP,Saran,Bihar,56.1,GEN,863254,Rajiv Pratap Rudy
458,457,1523072,147236,12.4,1,Bharatiya Janta Party,BJP,Sarguja,Chhattisgarh,78,ST,1187321,Kamalbhan Singh Marabi
459,458,1607747,63327,7.5,34,Bharatiya Janta Party,BJP,Sasaram,Bihar,52.7,SC,846788,Chhedi Paswan
460,459,1719998,366594,37.5,45,Nationalist Congress Party,Other,Satara,Maharashtra,56.8,GEN,976681,Shrimant Chh. Udayanraje Pratapsinha Bhonsale
461,460,1458084,8688,1,9,Bharatiya Janta Party,BJP,Satna,Madhya Pradesh,62.7,GEN,913444,Ganesh Singh
462,461,1893647,254735,25.4,8,Bharatiya Janta Party,BJP,Secundrabad,Telangana,53,GEN,1003769,Bandaru Dattatreya
463,462,1561321,241301,24.9,12,Bharatiya Janta Party,BJP,Shahdol,Madhya Pradesh,62,ST,968518,Dalpat Singh Paraste
464,463,1979294,235529,20.8,27,Bharatiya Janta Party,BJP,Shahjahanpur,Uttar Pradesh,57.1,SC,1129841,Krishna Raj
465,464,1489724,136239,16.2,4,Bharatiya Janta Party,BJP,Sheohar,Bihar,56.6,GEN,842894,Rama Devi
466,465,980740,40379,6.5,1,Indian National Congress,INC,Shillong,Meghalaya,63.2,ST,619987,Vincent H. Pala
467,466,1153363,84187,11.4,4,Bharatiya Janta Party,BJP,Shimla,Himachal Pradesh,64,SC,737757,Virender Kashyap
468,467,1562241,363305,32.2,14,Bharatiya Janta Party,BJP,Shimoga,Karnataka,72.3,GEN,1129008,B. S. Yeddyurappa
469,468,1459712,199922,21.4,38,Shiv Sena,Other,Shirdi,Maharashtra,63.9,SC,932645,Lokhande Sadashiv Kisan
470,469,1824112,301814,27.7,36,Shiv Sena,Other,Shirur,Maharashtra,59.7,GEN,1089506,Adhalrao Shivaji Dattatrey
471,470,1788080,85913,8.8,58,Bharatiya Janta Party,BJP,Shrawasti,Uttar Pradesh,54.8,GEN,979638,Daddan Mishra
472,471,1736050,108046,10.9,11,Bharatiya Janta Party,BJP,Sidhi,Madhya Pradesh,57,GEN,989396,Riti Pathak
473,472,1770424,239196,22.4,5,Bharatiya Janta Party,BJP,Sikar,Rajasthan,60.2,GEN,1065750,Sumedhanand Saraswati
474,473,370611,41742,13.5,1,Sikkim Democratic Front,Other,Sikkim,Sikkim,83.4,GEN,308967,Prem Das Rai
475,474,1060175,35241,4.4,2,Indian National Congress,INC,Silchar,Assam,75.4,GEN,799830,Sushmita Dev
476,475,1152570,87524,11,10,Bharatiya Janta Party,BJP,Singhbhum,Jharkhand,69,ST,795286,Laxman Giluwa
477,476,1660557,115736,9,3,Indian National Lok Dal,Other,Sirsa,Haryana,77,SC,1279105,Charanjeet Singh Rori
478,477,1574914,147965,16.4,5,Rashtriya Lok Samta Party,Other,Sitamarhi,Bihar,57.2,GEN,900588,Ram Kumar Sharma
479,478,1550263,51027,5,30,Bharatiya Janta Party,BJP,Sitapur,Uttar Pradesh,66.3,GEN,1026972,Rajesh Verma
480,479,1412373,229385,22.3,31,All India Anna Dravida Munnetra Kazhagam,Other,Sivaganga,Tamil Nadu,72.7,GEN,1027036,Senthilnathan Pr
481,480,1563860,113847,12.9,18,Bharatiya Janta Party,BJP,Siwan,Bihar,56.5,GEN,884021,Om Prakash Yadav
482,481,1702755,149674,15.7,42,Bharatiya Janta Party,BJP,Solapur,Maharashtra,55.9,SC,951201,Sharad Bansode
483,482,1417188,77414,7.9,6,Bharatiya Janta Party,BJP,Sonipat,Haryana,69.6,GEN,985637,Ramesh Chander
484,483,1752741,107000,9.7,7,Bharatiya Janta Party,BJP,South Delhi,Delhi,62.9,GEN,1102410,Ramesh Bidhuri
485,484,545336,32330,7.9,2,Bharatiya Janta Party,BJP,South Goa,Goa,75.3,GEN,410369,Adv. Narendra Keshav Sawaikar
486,485,1624038,152526,11.8,27,All India Trinamool Congress,Other,Srerampur,West Bengal,79.5,GEN,1290433,Kalyan Banerjee
487,486,1413989,127572,12.1,21,Telugu Desam,Other,Srikakulam,Andhra Pradesh,74.4,GEN,1051446,Rammohan Naidu Kinjarapu
488,487,1205233,42280,13.5,2,Jammu & Kashmir Peoples Democratic Party,Other,Srinagar,Jammu & Kashmir,25.9,GEN,312212,Tariq Hameed Karra
489,488,1946503,102646,8,5,All India Anna Dravida Munnetra Kazhagam,Other,Sriperumbudur,Tamil Nadu,66.1,GEN,1286647,"Ramachandran, K.N. Thiru"
490,489,1703698,178902,18.5,38,Bharatiya Janta Party,BJP,Sultanpur,Uttar Pradesh,56.6,GEN,964981,Feroze Varun Gandhi
491,490,1410532,18829,1.9,2,Bharatiya Janta Party,BJP,Sundargarh,Orissa,71.7,ST,1010711,Jual @ Juel Oram
492,491,1525592,59672,6.1,8,Indian National Congress,INC,Supaul,Bihar,63.6,GEN,970528,Ranjeet Ranjan
493,492,1484068,533190,56.2,24,Bharatiya Janta Party,BJP,Surat,Gujarat,63.9,GEN,947922,Darshana Vikram Jardosh
494,493,1656657,202907,21.5,9,Bharatiya Janta Party,BJP,Surendranagar,Gujarat,57,GEN,944677,Fatepara Devajibhai Govindbhai
495,494,1527273,246481,18.4,30,All India Trinamool Congress,Other,Tamluk,West Bengal,87.6,GEN,1337684,Adhikari Suvendu
496,495,1352845,192503,24.8,1,Bharatiya Janta Party,BJP,Tehri Garhwal,Uttarakhand,57.4,GEN,776214,Mala Rajya Laxmi Shah
497,496,1382081,161774,15.9,37,All India Anna Dravida Munnetra Kazhagam,Other,Tenkasi,Tamil Nadu,73.7,SC,1017938,Vasanthi.M
498,497,1259568,86020,8.8,9,Bharatiya Janta Party,BJP,Tezpur,Assam,77.9,GEN,980688,Ram Prasad Sarmah
499,498,2073442,281299,26.7,25,Shiv Sena,Other,Thane,Maharashtra,50.8,GEN,1054189,Vichare Rajan Baburao
500,499,1340050,144119,14.2,30,All India Anna Dravida Munnetra Kazhagam,Other,Thanjavur,Tamil Nadu,75.5,GEN,1012258,Parasuraman.K
501,500,1441302,314532,29.2,33,All India Anna Dravida Munnetra Kazhagam,Other,Theni,Tamil Nadu,74.6,GEN,1075583,"Parthipan, R."
502,501,1702833,323430,25.8,1,All India Anna Dravida Munnetra Kazhagam,Other,Thiruvallur,Tamil Nadu,73.7,SC,1254440,Venugopal.P.(DR)
503,502,1272748,15470,1.8,20,Indian National Congress,INC,Thiruvananthapuram,Kerala,68.6,GEN,873439,Dr. Shashi Tharoor
504,503,1310597,124002,13.5,36,All India Anna Dravida Munnetra Kazhagam,Other,Thoothukkudi,Tamil Nadu,70,GEN,916778,Jeyasingh Thiyagaraj Natterjee.J
505,504,1275288,38227,4.2,10,Communist Party Of India,Other,Thrissur,Kerala,72.2,GEN,920505,C. N. Jayadevan
506,505,1529003,208731,27.2,6,Bharatiya Janta Party,BJP,Tikamgarh,Madhya Pradesh,50.1,SC,766321,Dr. Virendra Kumar
507,506,1387140,150476,15.2,24,All India Anna Dravida Munnetra Kazhagam,Other,Tiruchirappalli,Tamil Nadu,71.2,GEN,988250,Kumar.P
508,507,1420435,126099,13.1,38,All India Anna Dravida Munnetra Kazhagam,Other,Tirunelveli,Tamil Nadu,67.8,GEN,962330,Prabakaran.K.R.P
509,508,1574544,37425,3.1,22,Yuvajana Sramika Rythu Congress Party,Other,Tirupati,Andhra Pradesh,77,SC,1213064,Varaprasad Rao Velagapalli
510,509,1375589,179315,17.1,18,All India Anna Dravida Munnetra Kazhagam,Other,Tiruppur,Tamil Nadu,76.3,GEN,1050190,V.Sathyabama
511,510,1352966,168606,15.8,11,All India Anna Dravida Munnetra Kazhagam,Other,Tiruvannamalai,Tamil Nadu,78.9,GEN,1067447,Vanaroja R
512,511,1710775,135311,13,12,Bharatiya Janta Party,BJP,Tonk-Sawai Madhopur,Rajasthan,61,GEN,1043040,Sukhbir Singh Jaunapuria
513,512,1140269,484358,50.9,2,Communist Party Of India (Marxist),Other,Tripura East,Tripura,83.4,ST,951110,Jitendra Choudhury
514,513,1248550,503486,46.9,1,Communist Party Of India (Marxist),Other,Tripura West,Tripura,85.9,GEN,1072749,Sankar Prasad Datta
515,514,1518518,74041,6.7,19,Indian National Congress,INC,Tumkur,Karnataka,72.5,GEN,1101484,Muddahanumegowda.S.P.
516,515,586501,39716,8.7,2,National People's Party,Other,Tura,Meghalaya,78.1,ST,458071,Purno Agitok Sangma
517,516,1817940,236762,19.8,19,Bharatiya Janta Party,BJP,Udaipur,Rajasthan,65.6,ST,1193202,Arjunlal Meena
518,517,1490244,60976,5.9,5,Bharatiya Janta Party,BJP,Udhampur,Jammu & Kashmir,69.9,GEN,1041758,Dr. Jitendra Singh
519,518,1387295,181643,17.6,15,Bharatiya Janta Party,BJP,Udupi Chikmagalur,Karnataka,74.5,GEN,1034108,Shobha Karandlaje
520,519,1428445,60469,7,22,Bharatiya Janta Party,BJP,Ujiarpur,Bihar,60.1,GEN,858920,Nityanand Rai
521,520,1525481,309663,30.5,22,Bharatiya Janta Party,BJP,Ujjain,Madhya Pradesh,66.6,SC,1016405,Prof. Chintamani Malviya
522,521,1448632,201222,17,26,All India Trinamool Congress,Other,Uluberia,West Bengal,81.9,GEN,1186027,Sultan Ahmed
523,522,2164392,310173,25.8,33,Bharatiya Janta Party,BJP,Unnao,Uttar Pradesh,55.5,GEN,1201603,Swami Sachchidanand Hari Sakshi
524,523,1450599,140700,14.1,12,Bharatiya Janta Party,BJP,Uttara Kannada,Karnataka,69,GEN,1001038,Anantkumar Hegde
525,524,1182504,3306,0.3,3,Indian National Congress,INC,Vadakara,Kerala,81.1,GEN,959342,Mullappally Ramachandran
526,525,1638321,570128,49.1,20,Bharatiya Janta Party,BJP,Vadodara,Gujarat,70.9,GEN,1161577,Narendra Modi
527,526,1587202,99267,10.7,16,Lok Jan Shakti Party,Other,Vaishali,Bihar,58.3,GEN,925937,Rama Kishore Singh
528,527,1456576,117793,13.1,1,Bharatiya Janta Party,BJP,Valmiki Nagar,Bihar,61.8,GEN,900114,Satish Chandra Dubey
529,528,1512061,208004,18.5,26,Bharatiya Janta Party,BJP,Valsad,Gujarat,74.2,ST,1122203,Dr. K.C.Patel
530,529,1767486,371784,36.1,77,Bharatiya Janta Party,BJP,Varanasi,Uttar Pradesh,58.3,GEN,1030685,Narendra Modi
531,530,1312251,59393,6.1,8,All India Anna Dravida Munnetra Kazhagam,Other,Vellore,Tamil Nadu,74.3,GEN,974770,"Senguttuvan, B."
532,531,1634370,410698,38.3,18,Bharatiya Janta Party,BJP,Vidisha,Madhya Pradesh,65.7,GEN,1073473,Sushma Swaraj
533,532,1564513,74862,6.3,23,Telugu Desam,Other,Vijayawada,Andhra Pradesh,76.4,GEN,1195075,Kesineni Srinivas
534,533,1387007,193367,18.1,13,All India Anna Dravida Munnetra Kazhagam,Other,Viluppuram,Tamil Nadu,77,SC,1067641,Rajendran S
535,534,1350495,145551,14.4,34,All India Anna Dravida Munnetra Kazhagam,Other,Virudhunagar,Tamil Nadu,74.9,GEN,1010930,Radhakrishnan T
536,535,1723037,90488,7.8,24,Bharatiya Janta Party,BJP,Visakhapatnam,Andhra Pradesh,67.5,GEN,1163558,Kambhampati Hari Babu
537,536,1404127,106911,9.5,25,Telugu Desam,Other,Vizianagaram,Andhra Pradesh,79.8,GEN,1120316,Ashok Gajapathi Raju Pusapati
538,537,1537781,392574,33.4,15,Telangana Rashtra Samithi,Other,Warangal,Telangana,76.4,SC,1174631,Kadiyam Srihari
539,538,1564553,215783,21.3,8,Bharatiya Janta Party,BJP,Wardha,Maharashtra,64.8,GEN,1013445,Ramdas Chandrabhanji Tadas
540,539,1249420,20870,2.3,4,Indian National Congress,INC,Wayanad,Kerala,73.2,GEN,915006,M I Shanavas
541,540,2039410,268586,19.9,6,Bharatiya Janta Party,BJP,West Delhi,Delhi,66.1,GEN,1347971,Parvesh Sahib Singh Verma
542,541,1743498,93816,9.1,14,Shiv Sena,Other,Yavatmal-Washim,Maharashtra,59.3,GEN,1032949,Gawali Bhavana Pundlikrao
543,542,1445246,144631,13.2,5,Telangana Rashtra Samithi,Other,Zahirabad,Telangana,75.8,GEN,1094806,B.B. Patil
