constituency_type,contituency_name,candidate_name,Party Category,party_name,postal_votes,state_name,units,electioon_year,EVM_votes,rank,total_votes
General,Amritsar,BAL KRISHAN SHARMA,Other,Independent,1,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1106,20,1107
General,Amritsar,BALWINDER SINGH,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,854,25,857
General,Amritsar,DASWINDER KAUR,Other,Communist Party of India,13,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2468,9,2481
General,Amritsar,DILBAGH SINGH,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,388,31,391
General,Amritsar,DILDAR MASIH,Other,Shiromani Lok Dal Party,2,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1042,23,1044
General,Amritsar,DR RAMESH KUMAR,Other,Sacho Sach Party,2,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,650,27,652
General,Amritsar,EMAAN SINGH MANN,Other,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),212,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,26584,5,26796
General,Amritsar,GAGANDEEP,Other,Independent,2,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,608,28,610
General,Amritsar,GURINDER SINGH SABHI GILL,Other,Independent,5,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2124,12,2129
General,Amritsar,GURJEET SINGH AUJLA,INC,Indian National Congress,767,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,254414,1,255181
General,Amritsar,GURPREET SINGH RATTAN,Other,Republican Party of India (Athawale),3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,735,26,738
General,Amritsar,JASPAL MASIH,Other,Independent,4,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1223,18,1227
General,Amritsar,KULDEEP SINGH DHALIWAL,Other,Aam Aadmi Party,612,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,214268,2,214880
General,Amritsar,LOVEPREET SHARMA,Other,Aas Punjab Party,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1372,16,1375
General,Amritsar,MASTER HARJINDER PAL,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1358,17,1358
General,Amritsar,NARINDER KAUR,Other,Aam Janta Party (India),33,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1064,22,1097
General,Amritsar,NEELAM,Other,Independent,5,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,404,30,409
General,Amritsar,NOTA,Other,None of the Above,29,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,3685,6,3714
General,Amritsar,PRITHVI PAL,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,434,29,434
General,Amritsar,RAJINDER KUMAR SHARMA,Other,Independent,1,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,899,24,900
General,Amritsar,RESHAM SINGH,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1130,19,1133
General,Amritsar,SAHIB SINGH,Other,Independent,1,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1987,13,1988
General,Amritsar,SATBIR SINGH JAMMU,Other,Independent,5,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,3394,7,3399
General,Amritsar,SHAM LAL GANDHI,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1487,15,1487
General,Amritsar,SHAMSHER SINGH SHERA,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1504,14,1507
General,Amritsar,SHARANJIT KAUR,Other,Independent,4,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2456,10,2460
General,Amritsar,SIMRANPREET SINGH,Other,Independent,2,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1104,21,1106
General,Amritsar,TARANJIT SINGH SANDHU SAMUNDRI,BJP,Bharatiya Janata Party,373,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,206832,3,207205
General,Amritsar,VISHAL SIDHU,Other,Bahujan Samaj Party,20,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2713,8,2733
General,Amroha,DHANISH,Other,Independent,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3615,5,3617
General,Amroha,JEETPAL RANA,Other,Independent,6,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2550,7,2556
General,Amroha,KANWAR SINGH TANWAR,BJP,Bharatiya Janata Party,1296,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,475210,1,476506
General,Amroha,KASHIF HUSAIN,Other,Independent,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,677,12,679
General,Amroha,KUMDESH KUMAR,Other,Independent,8,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,627,13,635
General,Amroha,KUNWAR DANISH ALI,INC,Indian National Congress,493,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,447343,2,447836
General,Amroha,KUSHAGRA,Other,Independent,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,856,11,858
General,Amroha,MUJAHID HUSAIN,Other,Bahujan Samaj Party,214,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,163885,3,164099
General,Amroha,NAEEMUDDIN,Other,Independent,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1002,10,1004
General,Amroha,NARENDRA SINGH,Other,Independent,3,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1776,9,1779
General,Amroha,NOTA,Other,None of the Above,14,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,5886,4,5900
General,Amroha,SUHEL HAIDER,Other,Akhil Bhartiya Parivar Party,12,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2492,8,2504
General,Amroha,SURESH,Other,Independent,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2716,6,2717
General,Anakapalle,ADARI SARAT CHANDRA,Other,Jai Bharat National Party,27,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1886,12,1913
General,Anakapalle,APPALA RAJU NAMMI,Other,Bharatha Chaitanya Yuvajana Party,30,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2589,10,2619
General,Anakapalle,APPALANAIDU TUMMAGUNTA,Other,Independent,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1055,16,1062
General,Anakapalle,BUDI MUTYALA NAIDU,Other,Yuvajana Sramika Rythu Congress Party,5777,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,459762,2,465539
General,Anakapalle,C.M.RAMESH,BJP,Bharatiya Janata Party,12042,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,750027,1,762069
General,Anakapalle,DR. THUMMAPALA HARI SHANKAR,Other,Independent,9,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1567,14,1576
General,Anakapalle,GARA SURYA RAO,Other,Independent,8,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3116,9,3124
General,Anakapalle,JUNNURI J SRINIVAS,Other,Independent,6,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1195,15,1201
General,Anakapalle,KRISHNA SWAROOP VADLAMURI,Other,Dalita Bahujana Party,8,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3549,8,3557
General,Anakapalle,LOVARAJU SIDDHA,Other,Independent,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3845,7,3852
General,Anakapalle,NAGESWARA RAO PETLA,Other,Independent,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2179,11,2184
General,Anakapalle,NOTA,Other,None of the Above,151,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,26084,3,26235
General,Anakapalle,PALAKA SREERAMA MURTHY,Other,Bahujan Samaj Party,75,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,19082,5,19157
General,Anakapalle,VANKAYALA RAMACHANDRA RAO,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4001,6,4002
General,Anakapalle,VEGI VENKATESH,INC,Indian National Congress,818,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,24833,4,25651
General,Anakapalle,VIJAYA LAKSHMI KARRI,Other,Pyramid Party of India,13,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1578,13,1591
General,Anand,AMIT CHAVDA,INC,Indian National Congress,6092,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,516453,2,522545
General,Anand,BHATT SUNILKUMAR NARENDRABHAI,Other,Right to Recall Party,8,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,1584,8,1592
General,Anand,BHOI ASHISHKUMAR THAKORBHAI,Other,Independent,17,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,5525,5,5542
General,Anand,DHEERAJKUMAR KSHATRIYA,Other,Garib Kalyan Party,24,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,1723,7,1747
General,Anand,KEYURBHAI PRAVINBHAI PATEL (BAKABHAI),Other,Independent,8,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,2290,6,2298
General,Anand,MITESH PATEL (BAKABHAI),BJP,Bharatiya Janata Party,5090,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,607394,1,612484
General,Anand,NOTA,Other,None of the Above,251,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,15679,3,15930
General,Anand,SURESHBHAI DHULABHAI PATEL,Other,Bahujan Samaj Party,53,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,5778,4,5831
General,Anandpur Sahib,ADV KULWINDER SINGH,Other,Independent,4,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1596,17,1600
General,Anandpur Sahib,DARSHAN SINGH,Other,Punjab National Party,8,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1164,21,1172
General,Anandpur Sahib,DAVINDER SINGH,Other,Independent,11,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1164,20,1175
General,Anandpur Sahib,DEEPAK SHARMA,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1012,23,1012
General,Anandpur Sahib,DHARMINDER SINGH HARMAN,Other,Akhil Bhartiya Parivar Party,6,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2037,12,2043
General,Anandpur Sahib,DR SUBHASH SHARMA,BJP,Bharatiya Janata Party,742,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,185836,3,186578
General,Anandpur Sahib,ER DALJEET SINGH SAINI,Other,Bharatheeya Jawan Kisan Party,5,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1710,14,1715
General,Anandpur Sahib,GAJJAN SINGH,Other,Independent,7,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,6164,8,6171
General,Anandpur Sahib,GURMIT SINGH,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2179,11,2182
General,Anandpur Sahib,HANISH SHARMA,Other,Ekam Sanatan Bharat Dal,4,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1072,22,1076
General,Anandpur Sahib,HARWINDER KARWAL,Other,Independent,2,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1309,19,1311
General,Anandpur Sahib,JASVIR SINGH GARHI,Other,Bahujan Samaj Party,204,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,89953,5,90157
General,Anandpur Sahib,KIRAN JAIN,Other,Hindustan Shakti Sena,8,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,507,29,515
General,Anandpur Sahib,KULWINDER SINGH,Other,Democratic Bharatiya Samaj Party,1,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1651,15,1652
General,Anandpur Sahib,KUSHAL PAL SINGH MANN,Other,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),106,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,24725,6,24831
General,Anandpur Sahib,MALVINDER SINGH KANG,Other,Aam Aadmi Party,976,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,312241,1,313217
General,Anandpur Sahib,MANDAR SINGH,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,555,28,555
General,Anandpur Sahib,MEGH RAJ,Other,Independent,1,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1429,18,1430
General,Anandpur Sahib,NOTA,Other,None of the Above,51,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,6351,7,6402
General,Anandpur Sahib,PARMINDER SINGH,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,930,24,930
General,Anandpur Sahib,PREM SINGH CHANDUMAJRA,Other,Shiromani Akali Dal,285,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,117651,4,117936
General,Anandpur Sahib,RAMJAAN KHAN,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,672,26,672
General,Anandpur Sahib,ROHTASH,Other,Independent,2,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,617,27,619
General,Anandpur Sahib,SATPAL,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2294,10,2297
General,Anandpur Sahib,SIMPLE KUMAR,Other,Independent,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2962,9,2962
General,Anandpur Sahib,SUNAINA,Other,Bhartiya Rashtriya Dal,19,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1621,16,1640
General,Anandpur Sahib,SUNIL KUMAR,Other,Bhartiya Jan Samman Party,9,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1968,13,1977
General,Anandpur Sahib,VIJAY INDER SINGLA,INC,Indian National Congress,957,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,301414,2,302371
General,Anandpur Sahib,YOG RAJ SAHOTA,Other,Revolutionary Socialist Party,'-,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,925,25,925
General,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,Other,Telugu Desam,12383,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,755862,1,768245
General,Ananthapur,B.NAGAMUTHYALU,Other,Socialist Unity Centre Of India (COMMUNIST),4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,566,20,570
General,Ananthapur,B.RAGHAVENDRA PRASAD,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1317,13,1318
General,Ananthapur,BANASI NARAYANAPPA,Other,Bahujan Samaj Party,116,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,6280,6,6396
General,Ananthapur,DR.NALLANI RAMESH NAIDU,Other,Andhra Rastra Praja Samithi,127,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4862,8,4989
General,Ananthapur,DURGA PRASAD D BYATARAYANAJI,Other,Challengers Party,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,439,22,444
General,Ananthapur,G.V.RAMANA REDDY,Other,Independent,3,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,6436,5,6439
General,Ananthapur,KETHIREDDY RAGHUNATHAREDDY,Other,Independent,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1086,14,1091
General,Ananthapur,KURUBA MALLIKARJUNA.S.,Other,All India Kisan Janatha party,4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,574,19,578
General,Ananthapur,LOKANATH GOWD SURAGOWINI,Other,Independent,6,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1085,14,1091
General,Ananthapur,M.SURENDRA,Other,Pyramid Party of India,8,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2927,9,2935
General,Ananthapur,MALAGUNDLA SANKAR NARAYANA,Other,Yuvajana Sramika Rythu Congress Party,5921,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,573769,2,579690
General,Ananthapur,MALLIKARJUNA VAJJALA,INC,Indian National Congress,1263,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,41954,3,43217
General,Ananthapur,NOTA,Other,None of the Above,185,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,9014,4,9199
General,Ananthapur,P.CHOWDESWARI,Other,Independent,4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1514,11,1518
General,Ananthapur,RAMAVTH CHINNA RAMAPPA NAIK,Other,Jaibhim Rao Bharat Party,10,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,735,18,745
General,Ananthapur,SHAIK.NIZAM,Other,Samajwadi Party,4,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,749,17,753
General,Ananthapur,SREERANGARAJULA GOPINATH ROYAL,Other,Independent,1,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,903,16,904
General,Ananthapur,SRINIVASA RAJU.O,Other,Bhartiya Panchyat Party,5,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,489,21,494
General,Ananthapur,U.C.VENKATASUBBAIAH,Other,Jaathia Chethi Vruthula Ikya Vedika Party,7,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2533,10,2540
General,Ananthapur,V.MURALI PRASAD REDDY,Other,Independent,3,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,5775,7,5778
General,Ananthapur,VADLA KESAVAIAH,Other,Independent,6,Andhra Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1488,12,1494
General,ANANTNAG-RAJOURI,ABDUL RAOUF MALIK,Other,Independent,16,Jammu and Kashmir,"EVM_votes, postal_votes, total_votes in absolute number",2024,10566,5,10582
General,ANANTNAG-RAJOURI,ABDUL ROUF NAIK,Other,Independent,70,Jammu and Kashmir,"EVM_votes, postal_votes, total_votes in absolute number",2024,9079,7,9149
General,ANANTNAG-RAJOURI,ALI MOHAMMAD WANI,Other,Independent,17,Jammu and Kashmir,"EVM_votes, postal_votes, total_votes in absolute number",2024,5238,14,5255
General,ANANTNAG-RAJOURI,ARSHEED AHMED LONE,Other,Jammu & Kashmir National Panthers Party (Bhim),226,Jammu and Kashmir,"EVM_votes, postal_votes, total_votes in absolute number",2024,6163,11,6389
General,ANANTNAG-RAJOURI,BALDEV KUMAR,Other,Independent,69,Jammu and Kashmir,"EVM_votes, postal_votes, total_votes in absolute number",2024,6120,13,6189
General,ANANTNAG-RAJOURI,DILIP KUMAR PANDITA,Other,Independent,84,Jammu and Kashmir,"EVM_votes, postal_votes, total_votes in absolute number",2024,3638,16,3722
General,ANANTNAG-RAJOURI,GULSHAN AKHTER,Other,Independent,29,Jammu and Kashmir,"EVM_votes, postal_votes, total_votes in absolute number",2024,2778,18,2807
